mist_paper_id,full-text annotation,source,license,license/copyright notice,title,creators,journal,publisher
ACL_P19-1147,False,https://aclanthology.org/P19-1147,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,On the Robustness of Self-Attentive Models,"Yu-Lun Hsieh, Minhao Cheng, Da-Cheng Juan, Wei Wei, Wen-Lian Hsu, Cho-Jui Hsieh",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_P19-1160,False,https://aclanthology.org/P19-1160,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Gender-preserving Debiasing for Pre-trained Word Embeddings,"Masahiro Kaneko, Danushka Bollegala",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_P19-1188,False,https://aclanthology.org/P19-1188,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Pre-Learning Environment Representations for Data-Efficient Neural Instruction Following,"David Gaddy, Dan Klein",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_P19-1206,False,https://aclanthology.org/P19-1206,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Unsupervised Neural Single-Document Summarization of Reviews via Learning Latent Discourse Structure and its Ranking,"Masaru Isonuma, Junichiro Mori, Ichiro Sakata",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_P19-1215,False,https://aclanthology.org/P19-1215,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,On the Summarization of Consumer Health Questions,"Asma Ben Abacha, Dina Demner-Fushman",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_P19-1264,False,https://aclanthology.org/P19-1264,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Sentence Mover{'}s Similarity: Automatic Evaluation for Multi-Sentence Texts,"Elizabeth Clark, Asli Celikyilmaz, Noah A. Smith",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_P19-1329,False,https://aclanthology.org/P19-1329,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Exploring Numeracy in Word Embeddings,"Aakanksha Naik, Abhilasha Ravichander, Carolyn Rose, Eduard Hovy",Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Association for Computational Linguistics
ACL_Q15-1002,True,https://aclanthology.org/Q15-1002,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,Cross-Document Co-Reference Resolution using Sample-Based Clustering with Knowledge Enrichment,"Sourav Dutta, Gerhard Weikum",Transactions of the Association for Computational Linguistics,MIT Press
ACL_Q15-1003,True,https://aclanthology.org/Q15-1003,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,Efficient Inference and Structured Learning for Semantic Role Labeling,"Oscar T{\""a}ckstr{\""o}m, Kuzman Ganchev, Dipanjan Das",Transactions of the Association for Computational Linguistics,MIT Press
ACL_Q15-1004,True,https://aclanthology.org/Q15-1004,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,{S}prite: Generalizing Topic Models with Structured Priors,"Michael J. Paul, Mark Dredze",Transactions of the Association for Computational Linguistics,MIT Press
ACL_Q15-1005,True,https://aclanthology.org/Q15-1005,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,A Sense-Topic Model for Word Sense Induction with Unsupervised Data Enrichment,"Jing Wang, Mohit Bansal, Kevin Gimpel, Brian D. Ziebart, Clement T. Yu",Transactions of the Association for Computational Linguistics,MIT Press
ACL_Q15-1006,True,https://aclanthology.org/Q15-1006,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,Which Step Do {I} Take First? Troubleshooting with {B}ayesian Models,"Annie Louis, Mirella Lapata",Transactions of the Association for Computational Linguistics,MIT Press
ACL_S13-1001,True,https://aclanthology.org/S13-1001,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,Towards a Formal Distributional Semantics: Simulating Logical Calculi with Tensors,Edward Grefenstette,"Second Joint Conference on Lexical and Computational Semantics (*{SEM}), Volume 1: Proceedings of the Main Conference and the Shared Task: Semantic Textual Similarity",Association for Computational Linguistics
ACL_S13-1003,True,https://aclanthology.org/S13-1003,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,Coarse to Fine Grained Sense Disambiguation in {W}ikipedia,"Hui Shen, Razvan Bunescu, Rada Mihalcea","Second Joint Conference on Lexical and Computational Semantics (*{SEM}), Volume 1: Proceedings of the Main Conference and the Shared Task: Semantic Textual Similarity",Association for Computational Linguistics
ACL_S13-1005,True,https://aclanthology.org/S13-1005,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,{UMBC}{\\_}{EBIQUITY}-{CORE}: Semantic Textual Similarity Systems,"Lushan Han, Abhay L. Kashyap, Tim Finin, James Mayfield, Jonathan Weese","Second Joint Conference on Lexical and Computational Semantics (*{SEM}), Volume 1: Proceedings of the Main Conference and the Shared Task: Semantic Textual Similarity",Association for Computational Linguistics
ACL_S13-1007,True,https://aclanthology.org/S13-1007,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,{UNITOR}-{CORE}{\\_}{TYPED}: Combining Text Similarity and Semantic Filters through {SV} Regression,"Danilo Croce, Valerio Storch, Roberto Basili","Second Joint Conference on Lexical and Computational Semantics (*{SEM}), Volume 1: Proceedings of the Main Conference and the Shared Task: Semantic Textual Similarity",Association for Computational Linguistics
ACL_S13-1008,True,https://aclanthology.org/S13-1008,CC BY-NC-SA 3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,{NTNU}-{CORE}: Combining strong features for semantic similarity,"Erwin Marsi, Hans Moen, Lars Bungum, Gleb Sizov, Bj{\""o}rn Gamb{\""a}ck, Andr{\'e} Lynum","Second Joint Conference on Lexical and Computational Semantics (*{SEM}), Volume 1: Proceedings of the Main Conference and the Shared Task: Semantic Textual Similarity",Association for Computational Linguistics
ACL_W17-1311,False,https://aclanthology.org/W17-1311,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,{SHAKKIL}: An Automatic Diacritization System for {M}odern {S}tandard {A}rabic Texts,"Amany Fashwan, Sameh Alansary",Proceedings of the Third {A}rabic Natural Language Processing Workshop,Association for Computational Linguistics
ACL_W18-4805,False,https://aclanthology.org/W18-4805,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Natural Language Generation for Polysynthetic Languages: Language Teaching and Learning Software for {K}anyen{'}k{\'e}ha ({M}ohawk),"Greg Lessard, Nathan Brinklow, Michael Levison",Proceedings of the Workshop on Computational Modeling of Polysynthetic Languages,Association for Computational Linguistics
Agr_10.1017_S0021859617000636,False,https://doi.org/10.1017/s0021859617000636,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Combining ability and performance of extra-early maturing yellow maize inbreds in hybrid combinations under drought and rain-fed conditions,"I. C. AKAOGU, B. BADU-APRAKU, V. O. ADETIMIRIN",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859619000157,False,https://doi.org/10.1017/s0021859619000157,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,An assessment of grazing management options for Mediterranean grasslands using Noy-Meir's model of system dynamics parameterized from a long-term field trial,"N. G. Seligman, E. D. Ungar, A. Perevolotsky, Z. Henkin",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859619000571,False,https://doi.org/10.1017/s0021859619000571,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Factors contributing to maize and bean yield gaps in Central America vary with site and agroecological conditions,"L. Eash, S. J. Fonte, K. Sonder, N. Honsdorf, A. Schmidt, B. Govaerts, N. Verhulst",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859619000753,False,https://doi.org/10.1017/s0021859619000753,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Genetic analysis of grain yield and agronomic traits of early provitamin A quality protein maize inbred lines in contrasting environments,"E. Obeng-Bio, B. Badu-Apraku, B. E. Ifie, A. Danquah, E. T. Blay, B. Annor",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859620000660,False,https://doi.org/10.1017/s0021859620000660,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Marine and fungal biostimulants improve grain yield, nitrogen absorption and allocation in durum wheat plants","Eve-Anne Laurent, Nawel Ahmed, Céline Durieu, Philippe Grieu, Thierry Lamaze",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859620001021,False,https://doi.org/10.1017/s0021859620001021,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Linking crop yields in Tuscany, Italy, to large-scale atmospheric variability, circulation regimes and weather types","M. James Salinger, Anna Dalla Marta, Giovannagelo Dalu, Alessandro Messeri, Marina Baldi, Gianni Messeri, Roberto Vallorani, Marco Morabito, Simone Orlandini, Filiberto Altobelli, Leonardo Verdi",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859620001045,False,https://doi.org/10.1017/s0021859620001045,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,How will future climate depending agronomic management impact the yield risk of wheat cropping systems? A regional case study of Eastern Denmark,"J. Macholdt, J. Glerup Gyldengren, E. Diamantopoulos, M. E. Styczen",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.1017_S0021859621000332,False,https://doi.org/10.1017/s0021859621000332,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Study of livestock biogas upgrading using a pilot-scale photocatalytic desulphurizer followed by a hollow fibre carbon dioxide adsorption module,"Jung-Jeng Su, Hsin-Cheng Chung",The Journal of Agricultural Science,Cambridge University Press (CUP)
Agr_10.15159_jas.20.07,False,http://agrt.emu.ee/pdf/2020_1_pacanoski.pdf,CC BY,http://agrt.emu.ee/en/?How_to_submit,Review: Managing weed populations through alteration of the cropping pattern,"Zvonko Pacanoski,Arben Mehmeti",Agraarteadus,Estonian Academic Agricultural Society
Agr_10.15302_J-FASE-2015055,False,http://academic.hep.com.cn/fase/fileup/2095-7505/PDF/2095-7505-2015-2-115.pdf,CC BY,http://engineering.cae.cn/fase/EN/column/column215.shtml,Approaches to achieve high grain yield and high resource use efficiency in rice,Jianchang YANG,Frontiers of Agricultural Science and Engineering,Higher Education Press
Agr_10.15302_J-FASE-2018238,False,http://academic.hep.com.cn/fase/fileup/2095-7505/PDF/FASE-18238-SJN.pdf,CC BY,http://engineering.cae.cn/fase/EN/column/column215.shtml,Pest management with biopesticides,"James N. SEIBER, Joel COATS, Stephen O. DUKE, Aaron D. GROSS",Frontiers of Agricultural Science and Engineering,Higher Education Press
Agr_10.15302_J-FASE-2018244,False,http://academic.hep.com.cn/fase/fileup/2095-7505/PDF/23706/1540188941951-245489074.pdf,CC BY,http://engineering.cae.cn/fase/EN/column/column215.shtml,A proposed framework for accelerating technology trajectories in agriculture: a case study in China,"Beth CLARK, Glyn D. JONES, Helen KENDALL, James TAYLOR, Yiying CAO, Wenjing LI, Chunjiang ZHAO, Jing CHEN, Guijun YANG, Liping CHEN, Zhenhong LI, Rachel GAULTON, Lynn J. FREWER",Frontiers of Agricultural Science and Engineering,Higher Education Press
Agr_10.15302_J-FASE-2019292,False,http://academic.hep.com.cn/fase/fileup/2095-7505/PDF/26100/1574132976460-2039969553.pdf,CC BY,http://engineering.cae.cn/fase/EN/column/column215.shtml,Methodological considerations for redesigning sustainable cropping systems: the value of data-mining large and detailed farm data sets at the cropping system level,"Nicolas MUNIER-JOLAIN, Martin LECHENET",Frontiers of Agricultural Science and Engineering,Higher Education Press
Agr_10.15302_J-FASE-2020337,False,http://academic.hep.com.cn/fase/fileup/2095-7505/PDF/27376/1589436412324-437989074.pdf,CC BY,http://engineering.cae.cn/fase/EN/column/column215.shtml,Using a systems modeling approach to improve soil management and soil quality,"Enli WANG, Di HE, Zhigan ZHAO, Chris J. SMITH, Ben C. T. MACDONALD",Frontiers of Agricultural Science and Engineering,Higher Education Press
Agr_10.18551_rjoas.2020-02.19,False,https://rjoas.com/issue-2020-02/article_19.pdf,CC BY,http://www.rjoas.com/,"THE USE OF OIL PALM EMPTY FRUIT BUNCHES COMPOST, RICE HUSK CHARCOAL AND CHICKEN MANURE TO REDUCE NPK FERTILIZER DOSES ON THE GROWTH AND YIELD OF CAULIFLOWER (BRASSICA OLERACEAE VAR. BOTRYTIS L.)","Fitriana M.,Sodikin E.,Sulaiman F.",Russian Journal of Agricultural and Socio-Economic Sciences,Russian Journal of Agricultural and Socio-Economic Sciences
Agr_10.2298_JAS1001017A,False,http://www.doiserbia.nb.rs/img/doi/1450-8109/2010/1450-81091001017A.pdf,CC BY-SA,http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=1450-8109&lang=en#ppLC,Influence of mycorrhizal fungi on phytoremediating potential and yield of sunflower in Cd and Pb polluted soils,"Adewole M.B.,Awotoye O.O.,Ohiembor M.O.,Salami A.O.",Journal of Agricultural Sciences (Belgrade),"University of Belgrade - Faculty of Agriculture, Belgrade"
Agr_10.2298_JAS1203143A,False,http://www.doiserbia.nb.rs/img/doi/1450-8109/2012/1450-81091203143A.pdf,CC BY-SA,http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=1450-8109&lang=en#ppLC,Effects of different soil amendments on the growth and yield of okra in a tropical rainforest of southwestern Nigeria,"Adewole Moses B.,Ilesanmi Abiola O.",Journal of Agricultural Sciences (Belgrade),"University of Belgrade - Faculty of Agriculture, Belgrade"
Agr_10.2298_JAS1601103Z,False,http://www.doiserbia.nb.rs/img/doi/1450-8109/2016/1450-81091601103Z.pdf,CC BY-SA,http://scindeks.ceon.rs/PublicationPolicy.aspx?issn=1450-8109&lang=en#ppLC,"Effects of head pruning and different nutritional systems (chemical, biological and integrated) on seed yield and oil content in medicinal pumpkin (Cucurbita pepo L.)","Zarei Dariush,Shabani Ghobad,Chaichi Reza Mohammad,Akbarabadi Ali",Journal of Agricultural Sciences (Belgrade),"University of Belgrade - Faculty of Agriculture, Belgrade"
Agr_10.30486_ijrowa.2020.1890596.1026,False,http://ijrowa.khuisf.ac.ir/article_672249_c5e2b5b7d1b264ad266414b1d5862c78.pdf,CC BY,http://ijrowa.khuisf.ac.ir/journal/process?ethics,Laboratory study of the nutrient release rate for vinasse on sandy soil and three coastal clay soils of Guyana,"Clairmont Clementson,Lalita Gopaul",International Journal of Recycling of Organic Waste in Agriculture,Islamic Azad University Publishing
Agr_10.5194_acp-15-6637-2015,False,http://www.atmos-chem-phys.net/15/6637/2015/acp-15-6637-2015.pdf,CC BY,http://www.atmospheric-chemistry-and-physics.net/about/licence_and_copyright.html,Estimating NH<sub>3</sub> emissions from agricultural fertilizer application in China using the bi-directional CMAQ model coupled to an agro-ecosystem model,"X. Fu,S. X. Wang,L. M. Ran,J. E. Pleim,E. Cooter,J. O. Bash,V. Benson,J. M. Hao",Atmospheric Chemistry and Physics,Copernicus Publications
Agr_10.5194_acp-18-339-2018,False,https://www.atmos-chem-phys.net/18/339/2018/acp-18-339-2018.pdf,CC BY,http://www.atmospheric-chemistry-and-physics.net/about/licence_and_copyright.html,Agricultural ammonia emissions in China: reconciling bottom-up and top-down estimates,"L. Zhang,Y. Chen,Y. Zhao,D. K. Henze,L. Zhu,Y. Song,F. Paulot,X. Liu,Y. Pan,Y. Lin,B. Huang",Atmospheric Chemistry and Physics,Copernicus Publications
Agr_10.5194_acp-18-5953-2018,False,https://www.atmos-chem-phys.net/18/5953/2018/acp-18-5953-2018.pdf,CC BY,http://www.atmospheric-chemistry-and-physics.net/about/licence_and_copyright.html,Particulate matter air pollution may offset ozone damage to global crop production,"L. D. Schiferl,C. L. Heald,C. L. Heald",Atmospheric Chemistry and Physics,Copernicus Publications
Agr_10.5194_bg-10-7361-2013,False,http://www.biogeosciences.net/10/7361/2013/bg-10-7361-2013.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,"Effects of belowground litter addition, increased precipitation and clipping on soil carbon and nitrogen mineralization in a temperate steppe","L. Ma,C. Guo,X. Xin,S. Yuan,R. Wang",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-11-2601-2014,False,http://www.biogeosciences.net/11/2601/2014/bg-11-2601-2014.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,What is the importance of climate model bias when projecting the impacts of climate change on land surface processes?,"M. Liu,K. Rajagopalan,S. H. Chung,X. Jiang,J. Harrison,T. Nergui,A. Guenther,C. Miller,J. Reyes,C. Tague,J. Choate,E. P. Salathé,C. O. Stöckle,J. C. Adam",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-11-3661-2014,False,http://www.biogeosciences.net/11/3661/2014/bg-11-3661-2014.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,On the potential vegetation feedbacks that enhance phosphorus availability &ndash; insights from a process-based model linking geological and ecological timescales,"C. Buendía,S. Arens,T. Hickler,S. I. Higgins,P. Porada,A. Kleidon",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-11-3685-2014,False,http://www.biogeosciences.net/11/3685/2014/bg-11-3685-2014.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Impacts of rice varieties and management on yield-scaled greenhouse gas emissions from rice fields in China: A meta-analysis,"H. Zheng,H. Huang,L. Yao,J. Liu,H. He,J. Tang",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-11-7107-2014,False,http://www.biogeosciences.net/11/7107/2014/bg-11-7107-2014.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Multi-factor controls on terrestrial carbon dynamics in urbanized areas,"C. Zhang,H. Tian,S. Pan,G. Lockaby,A. Chappelka",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-12-323-2015,False,http://www.biogeosciences.net/12/323/2015/bg-12-323-2015.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Atmospheric inversion of surface carbon flux with consideration of the spatial distribution of US crop production and consumption,"J. M. Chen,J. W. Fung,G. Mo,F. Deng,T. O. West",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-13-1119-2016,False,http://www.biogeosciences.net/13/1119/2016/bg-13-1119-2016.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Phosphorus fertilisation under nitrogen limitation can deplete soil carbon  stocks: evidence from Swedish meta-replicated long-term field experiments,"C. Poeplau,M. A. Bolinder,H. Kirchmann,T. Kätterer",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-13-3397-2016,False,http://www.biogeosciences.net/13/3397/2016/bg-13-3397-2016.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Estimate of changes in agricultural terrestrial nitrogen pathways and  ammonia emissions from 1850 to present in the Community Earth System Model,"S. Riddick,D. Ward,P. Hess,N. Mahowald,R. Massad,E. Holland",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-13-5221-2016,False,http://www.biogeosciences.net/13/5221/2016/bg-13-5221-2016.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Greenhouse gas emissions from fen soils used for forage production in northern Germany,"A. Poyda,T. Reinsch,C. Kluß,R. Loges,F. Taube",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-16-2873-2019,False,https://www.biogeosciences.net/16/2873/2019/bg-16-2873-2019.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,El Niño–Southern Oscillation (ENSO) event reduces CO<sub>2</sub> uptake of an Indonesian oil palm plantation,"C. Stiegler,A. Meijide,Y. Fan,A. Ashween Ali,T. June,A. Knohl",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-16-2937-2019,False,https://www.biogeosciences.net/16/2937/2019/bg-16-2937-2019.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Assessing shaded-leaf effects on photochemical reflectance index (PRI) for water stress detection in winter wheat,"X. Yang,S. Liu,Y. Liu,X. Ren,H. Su",Biogeosciences,Copernicus Publications
Agr_10.5194_bg-8-1131-2011,False,http://www.biogeosciences.net/8/1131/2011/bg-8-1131-2011.pdf,CC BY,http://www.biogeosciences.net/about/licence_and_copyright.html,Rapid transfer of photosynthetic carbon through the plant-soil system in differently managed species-rich grasslands,"G. B. De Deyn,H. Quirk,S. Oakley,N. Ostle,R. D. Bardgett",Biogeosciences,Copernicus Publications
Agr_10.5194_esd-6-505-2015,False,http://www.earth-syst-dynam.net/6/505/2015/esd-6-505-2015.pdf,CC BY,http://www.earth-system-dynamics.net/about/licence_and_copyright.html,"Gender and climate change in the Indian Himalayas: global threats, local vulnerabilities, and livelihood diversification at the Nanda Devi Biosphere Reserve","M. V. Ogra,R. Badola",Earth System Dynamics,Copernicus Publications
Agr_10.5194_essd-10-969-2018,False,https://www.earth-syst-sci-data.net/10/969/2018/essd-10-969-2018.pdf,CC BY,http://www.earth-system-science-data.net/about/licence_and_copyright.html,"Historical nitrogen fertilizer use in agricultural ecosystems of the contiguous United States during 1850–2015: application rate, timing, and fertilizer types","P. Cao,C. Lu,Z. Yu",Earth System Science Data,Copernicus Publications
Agr_10.5194_gmd-13-2315-2020,False,https://www.geosci-model-dev.net/13/2315/2020/gmd-13-2315-2020.pdf,CC BY,http://www.geoscientific-model-development.net/about/licence_and_copyright.html,"The GGCMI Phase 2 experiment: global gridded crop model simulations under uniform changes in CO<sub>2</sub>, temperature, water, and nitrogen levels (protocol version 1.0)","J. A. Franke,J. A. Franke,C. Müller,J. Elliott,J. Elliott,A. C. Ruane,J. Jägermeyr,J. Jägermeyr,J. Jägermeyr,J. Jägermeyr,J. Balkovic,J. Balkovic,P. Ciais,P. Ciais,M. Dury,P. D. Falloon,C. Folberth,L. François,T. Hank,M. Hoffmann,M. Hoffmann,R. C. Izaurralde,R. C. Izaurralde,I. Jacquemin,C. Jones,N. Khabarov,M. Koch,M. Li,M. Li,W. Liu,W. Liu,S. Olin,M. Phillips,M. Phillips,T. A. M. Pugh,T. A. M. Pugh,A. Reddy,X. Wang,X. Wang,K. Williams,K. Williams,F. Zabel,E. J. Moyer,E. J. Moyer",Geoscientific Model Development,Copernicus Publications
Agr_10.5194_gmd-7-1225-2014,False,http://www.geosci-model-dev.net/7/1225/2014/gmd-7-1225-2014.pdf,CC BY,http://www.geoscientific-model-development.net/about/licence_and_copyright.html,Modeling sugarcane yield with a process-based model from site to continental scale: uncertainties arising from model structure and parameter values,"A. Valade,P. Ciais,N. Vuichard,N. Viovy,A. Caubel,N. Huth,F. Marin,J.-F. Martiné",Geoscientific Model Development,Copernicus Publications
Agr_10.5194_gmd-9-3055-2016,False,http://www.geosci-model-dev.net/9/3055/2016/gmd-9-3055-2016.pdf,CC BY,http://www.geoscientific-model-development.net/about/licence_and_copyright.html,Downscaling land use and land cover from the Global Change Assessment Model for coupling with Earth system models,"Y. Le Page,T. O. West,R. Link,P. Patel",Geoscientific Model Development,Copernicus Publications
Agr_10.5194_hess-17-1067-2013,False,http://www.hydrol-earth-syst-sci.net/17/1067/2013/hess-17-1067-2013.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,Suspended sediment concentration–discharge relationships in the (sub-) humid Ethiopian highlands,"C. D. Guzman,S. A. Tilahun,A. D. Zegeye,T. S. Steenhuis",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-17-2375-2013,False,http://www.hydrol-earth-syst-sci.net/17/2375/2013/hess-17-2375-2013.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,A global water scarcity assessment under Shared Socio-economic Pathways &ndash; Part 1: Water use,"N. Hanasaki,S. Fujimori,T. Yamamoto,S. Yoshikawa,Y. Masaki,Y. Hijioka,M. Kainuma,Y. Kanamori,T. Masui,K. Takahashi,S. Kanae",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-18-1525-2014,False,http://www.hydrol-earth-syst-sci.net/18/1525/2014/hess-18-1525-2014.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,The potential value of seasonal forecasts in a changing climate in southern Africa,"H. C. Winsemius,E. Dutra,F. A. Engelbrecht,E. Archer Van Garderen,F. Wetterhall,F. Pappenberger,M. G. F. Werner",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-18-5219-2014,False,http://www.hydrol-earth-syst-sci.net/18/5219/2014/hess-18-5219-2014.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,Agro-hydrology and multi-temporal high-resolution remote sensing: toward an explicit spatial processes calibration,"S. Ferrant,S. Gascoin,A. Veloso,J. Salmon-Monviola,M. Claverie,V. Rivalland,G. Dedieu,V. Demarez,E. Ceschia,J.-L. Probst,P. Durand,V. Bustillo",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-19-1677-2015,False,http://www.hydrol-earth-syst-sci.net/19/1677/2015/hess-19-1677-2015.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,Integrated assessment of the impact of climate and land use changes on groundwater quantity and quality in the Mancha Oriental system (Spain),"M. Pulido-Velazquez,S. Peña-Haro,A. García-Prats,A. F. Mocholi-Almudever,L. Henriquez-Dole,H. Macian-Sorribes,A. Lopez-Nicolas",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-20-3325-2016,False,http://www.hydrol-earth-syst-sci.net/20/3325/2016/hess-20-3325-2016.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,"Assessment of impacts of agricultural and climate change scenarios on watershed water quantity and quality, and crop production","A. D. Teshager,P. W. Gassman,J. T. Schoof,S. Secchi",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-21-6235-2017,False,https://www.hydrol-earth-syst-sci.net/21/6235/2017/hess-21-6235-2017.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,Calibration of a parsimonious distributed ecohydrological daily model in a data-scarce basin by exclusively using the spatio-temporal variation of NDVI,"G. Ruiz-Pérez,G. Ruiz-Pérez,J. Koch,J. Koch,S. Manfreda,K. Caylor,F. Francés",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_hess-24-2873-2020,False,https://www.hydrol-earth-syst-sci.net/24/2873/2020/hess-24-2873-2020.pdf,CC BY,http://www.hydrology-and-earth-system-sciences.net/about/licence_and_copyright.html,Linking economic and social factors to peak flows in an  agricultural watershed using socio-hydrologic modeling,"D. Dziubanski,K. J. Franz,W. Gutowski",Hydrology and Earth System Sciences,Copernicus Publications
Agr_10.5194_isprs-annals-IV-2-W5-95-2019,False,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/IV-2-W5/95/2019/isprs-annals-IV-2-W5-95-2019.pdf,CC BY,,ON THE DERIVATION OF CROP HEIGHTS FROM MULTITEMPORAL UAV BASED IMAGERY,"D. Becirevic,L. Klingbeil,A. Honecker,H. Schumann,U. Rascher,J. Léon,H. Kuhlmann","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",Copernicus Publications
Agr_10.5194_nhess-11-1293-2011,False,http://www.nat-hazards-earth-syst-sci.net/11/1293/2011/nhess-11-1293-2011.pdf,CC BY,http://www.natural-hazards-and-earth-system-sciences.net/general_information/license_and_copyright.html,Probabilistic assessments of climate change impacts on durum wheat in the Mediterranean region,"R. Ferrise,M. Moriondo,M. Bindi",Natural Hazards and Earth System Sciences,Copernicus Publications
